SOTicketID,TableName,SupportEmployee
TKT0063738,Table57,"['01407', 'FirstName1407', 'LastName1407', datetime.datetime(1998, 7, 20, 0, 0), 'Nu', 8184264, 0]"
TKT0024702,Table55,"['04720', 'FirstName4720', 'LastName4720', datetime.datetime(1996, 3, 13, 0, 0), 'Nu', 12385380, 0]"
TKT0097652,Table46,"['00873', 'FirstName873', 'LastName873', datetime.datetime(2002, 7, 3, 0, 0), 'Nam', 17689531, 0]"
TKT0057329,Table57,"['02282', 'FirstName2282', 'LastName2282', datetime.datetime(1996, 10, 14, 0, 0), 'Nam', 15676275, 0]"
TKT0047399,Table95,"['02253', 'FirstName2253', 'LastName2253', datetime.datetime(1999, 8, 2, 0, 0), 'Nu', 7106443, 0]"
TKT0094829,Table9,"['04659', 'FirstName4659', 'LastName4659', datetime.datetime(2000, 10, 15, 0, 0), 'Nam', 12428979, 0]"
TKT0096889,Table18,"['04467', 'FirstName4467', 'LastName4467', datetime.datetime(1994, 9, 23, 0, 0), 'Nu', 15287533, 0]"
TKT0073172,Table76,"['01555', 'FirstName1555', 'LastName1555', datetime.datetime(2003, 2, 14, 0, 0), 'Nam', 17581337, 0]"
TKT0051522,Table59,"['04392', 'FirstName4392', 'LastName4392', datetime.datetime(1990, 6, 9, 0, 0), 'Nu', 13499226, 0]"
TKT0034877,Table71,"['03809', 'FirstName3809', 'LastName3809', datetime.datetime(1993, 5, 16, 0, 0), 'Nu', 16634088, 0]"
TKT0061185,Table73,"['00439', 'FirstName439', 'LastName439', datetime.datetime(2002, 1, 30, 0, 0), 'Nam', 6714381, 0]"
TKT0093596,Table33,"['04123', 'FirstName4123', 'LastName4123', datetime.datetime(1991, 6, 5, 0, 0), 'Nam', 6219974, 0]"
TKT0010861,Table69,"['02809', 'FirstName2809', 'LastName2809', datetime.datetime(1995, 11, 23, 0, 0), 'Nu', 8468676, 0]"
TKT0025223,Table35,"['01909', 'FirstName1909', 'LastName1909', datetime.datetime(1994, 6, 15, 0, 0), 'Nu', 14392840, 0]"
TKT0050863,Table52,"['04996', 'FirstName4996', 'LastName4996', datetime.datetime(1992, 1, 14, 0, 0), 'Nam', 7318836, 0]"
TKT0011454,Table76,"['04572', 'FirstName4572', 'LastName4572', datetime.datetime(1996, 6, 8, 0, 0), 'Nam', 13121915, 0]"
TKT0021087,Table98,"['04606', 'FirstName4606', 'LastName4606', datetime.datetime(2001, 5, 12, 0, 0), 'Nu', 16446846, 0]"
TKT0046239,Table90,"['03528', 'FirstName3528', 'LastName3528', datetime.datetime(1996, 6, 21, 0, 0), 'Nu', 9290486, 0]"
TKT0022307,Table86,"['04978', 'FirstName4978', 'LastName4978', datetime.datetime(2001, 5, 26, 0, 0), 'Nam', 16915718, 0]"
TKT0048439,Table27,"['01454', 'FirstName1454', 'LastName1454', datetime.datetime(1997, 7, 10, 0, 0), 'Nam', 18320876, 0]"
TKT0018170,Table14,"['04893', 'FirstName4893', 'LastName4893', datetime.datetime(1992, 9, 29, 0, 0), 'Nu', 19221549, 0]"
TKT0077169,Table8,"['04629', 'FirstName4629', 'LastName4629', datetime.datetime(1999, 5, 30, 0, 0), 'Nam', 7297980, 0]"
TKT0061937,Table80,"['02707', 'FirstName2707', 'LastName2707', datetime.datetime(1998, 3, 24, 0, 0), 'Nu', 11994046, 0]"
TKT0046199,Table38,"['02354', 'FirstName2354', 'LastName2354', datetime.datetime(2001, 10, 24, 0, 0), 'Nam', 15358933, 0]"
TKT0048634,Table52,"['02749', 'FirstName2749', 'LastName2749', datetime.datetime(1996, 11, 19, 0, 0), 'Nu', 13706472, 0]"
TKT0019298,Table47,"['03999', 'FirstName3999', 'LastName3999', datetime.datetime(1991, 9, 9, 0, 0), 'Nam', 5687449, 0]"
TKT0068629,Table38,"['04506', 'FirstName4506', 'LastName4506', datetime.datetime(2003, 7, 20, 0, 0), 'Nam', 10153907, 0]"
TKT0069568,Table11,"['01576', 'FirstName1576', 'LastName1576', datetime.datetime(1990, 6, 8, 0, 0), 'Nu', 14496805, 0]"
TKT0072958,Table19,"['04954', 'FirstName4954', 'LastName4954', datetime.datetime(1996, 8, 12, 0, 0), 'Nu', 10439338, 0]"
TKT0016864,Table85,"['02061', 'FirstName2061', 'LastName2061', datetime.datetime(2001, 9, 13, 0, 0), 'Nam', 11696586, 0]"
TKT0067198,Table99,"['02238', 'FirstName2238', 'LastName2238', datetime.datetime(1997, 9, 21, 0, 0), 'Nam', 11685110, 0]"
TKT0014693,Table82,"['03785', 'FirstName3785', 'LastName3785', datetime.datetime(1992, 4, 23, 0, 0), 'Nu', 16791082, 0]"
TKT0020013,Table10,"['03199', 'FirstName3199', 'LastName3199', datetime.datetime(1996, 6, 19, 0, 0), 'Nu', 7087170, 0]"
TKT0018415,Table26,"['00028', 'FirstName28', 'LastName28', datetime.datetime(1990, 3, 15, 0, 0), 'Nam', 16470697, 0]"
TKT0041559,Table95,"['04464', 'FirstName4464', 'LastName4464', datetime.datetime(1991, 1, 17, 0, 0), 'Nam', 8938171, 0]"
TKT0035195,Table36,"['01118', 'FirstName1118', 'LastName1118', datetime.datetime(1993, 10, 13, 0, 0), 'Nam', 6130399, 0]"
TKT0085299,Table23,"['01409', 'FirstName1409', 'LastName1409', datetime.datetime(1995, 11, 28, 0, 0), 'Nam', 16293754, 0]"
TKT0050822,Table75,"['02712', 'FirstName2712', 'LastName2712', datetime.datetime(2000, 1, 19, 0, 0), 'Nam', 5480735, 0]"
TKT0037712,Table100,"['02854', 'FirstName2854', 'LastName2854', datetime.datetime(1996, 2, 6, 0, 0), 'Nam', 15428938, 0]"
TKT0071202,Table40,"['04155', 'FirstName4155', 'LastName4155', datetime.datetime(1992, 7, 6, 0, 0), 'Nu', 11911725, 0]"
TKT0021443,Table38,"['00589', 'FirstName589', 'LastName589', datetime.datetime(2002, 12, 11, 0, 0), 'Nam', 12240583, 0]"
TKT0046190,Table79,"['04490', 'FirstName4490', 'LastName4490', datetime.datetime(1992, 12, 25, 0, 0), 'Nam', 9303745, 0]"
TKT0073004,Table27,"['02039', 'FirstName2039', 'LastName2039', datetime.datetime(1998, 3, 28, 0, 0), 'Nu', 11839978, 0]"
TKT0084451,Table30,"['02110', 'FirstName2110', 'LastName2110', datetime.datetime(1991, 4, 2, 0, 0), 'Nu', 18020340, 0]"
TKT0070513,Table78,"['01193', 'FirstName1193', 'LastName1193', datetime.datetime(1991, 7, 19, 0, 0), 'Nam', 12315742, 0]"
TKT0062105,Table5,"['04640', 'FirstName4640', 'LastName4640', datetime.datetime(1997, 4, 18, 0, 0), 'Nu', 18006106, 0]"
TKT0060221,Table100,"['04408', 'FirstName4408', 'LastName4408', datetime.datetime(1991, 1, 29, 0, 0), 'Nam', 6246937, 0]"
TKT0032543,Table2,"['02804', 'FirstName2804', 'LastName2804', datetime.datetime(1992, 2, 28, 0, 0), 'Nu', 12780225, 0]"
TKT0022868,Table4,"['00252', 'FirstName252', 'LastName252', datetime.datetime(1994, 11, 9, 0, 0), 'Nam', 17185132, 0]"
TKT0011135,Table63,"['04364', 'FirstName4364', 'LastName4364', datetime.datetime(2001, 3, 28, 0, 0), 'Nam', 5693627, 0]"
TKT0071850,Table49,"['03373', 'FirstName3373', 'LastName3373', datetime.datetime(1995, 9, 7, 0, 0), 'Nu', 8418115, 0]"
TKT0068511,Table60,"['00817', 'FirstName817', 'LastName817', datetime.datetime(1991, 11, 6, 0, 0), 'Nam', 11479040, 0]"
TKT0065032,Table75,"['01528', 'FirstName1528', 'LastName1528', datetime.datetime(2002, 11, 21, 0, 0), 'Nam', 7273050, 0]"
TKT0097764,Table7,"['00454', 'FirstName454', 'LastName454', datetime.datetime(1992, 9, 22, 0, 0), 'Nu', 11927167, 0]"
TKT0046963,Table20,"['03532', 'FirstName3532', 'LastName3532', datetime.datetime(1990, 5, 3, 0, 0), 'Nam', 17952505, 0]"
TKT0027410,Table41,"['04024', 'FirstName4024', 'LastName4024', datetime.datetime(1992, 6, 18, 0, 0), 'Nu', 6085721, 0]"
TKT0077691,Table8,"['02229', 'FirstName2229', 'LastName2229', datetime.datetime(1996, 6, 9, 0, 0), 'Nu', 19432449, 0]"
TKT0042246,Table55,"['01226', 'FirstName1226', 'LastName1226', datetime.datetime(2002, 3, 21, 0, 0), 'Nam', 16337617, 0]"
TKT0071982,Table30,"['00378', 'FirstName378', 'LastName378', datetime.datetime(1991, 9, 29, 0, 0), 'Nu', 10173541, 0]"
TKT0022477,Table16,"['01976', 'FirstName1976', 'LastName1976', datetime.datetime(1993, 8, 17, 0, 0), 'Nam', 5078118, 0]"
TKT0094944,Table75,"['01296', 'FirstName1296', 'LastName1296', datetime.datetime(1996, 4, 29, 0, 0), 'Nu', 10358770, 0]"
TKT0044884,Table3,"['04118', 'FirstName4118', 'LastName4118', datetime.datetime(1992, 3, 26, 0, 0), 'Nu', 17914712, 0]"
TKT0073632,Table85,"['03126', 'FirstName3126', 'LastName3126', datetime.datetime(2003, 2, 17, 0, 0), 'Nam', 16900216, 0]"
TKT0070055,Table90,"['04086', 'FirstName4086', 'LastName4086', datetime.datetime(1990, 2, 6, 0, 0), 'Nu', 6355158, 0]"
TKT0077027,Table85,"['00143', 'FirstName143', 'LastName143', datetime.datetime(1999, 12, 26, 0, 0), 'Nu', 9193986, 0]"
TKT0062497,Table61,"['00657', 'FirstName657', 'LastName657', datetime.datetime(2003, 8, 26, 0, 0), 'Nam', 11467424, 0]"
TKT0049607,Table60,"['04624', 'FirstName4624', 'LastName4624', datetime.datetime(2001, 10, 11, 0, 0), 'Nam', 14269102, 0]"
TKT0092324,Table62,"['03176', 'FirstName3176', 'LastName3176', datetime.datetime(1998, 7, 30, 0, 0), 'Nu', 19943687, 0]"
TKT0064077,Table11,"['03549', 'FirstName3549', 'LastName3549', datetime.datetime(1993, 7, 19, 0, 0), 'Nam', 14037684, 0]"
TKT0046467,Table21,"['00551', 'FirstName551', 'LastName551', datetime.datetime(1993, 9, 17, 0, 0), 'Nam', 17204025, 0]"
TKT0089648,Table58,"['04639', 'FirstName4639', 'LastName4639', datetime.datetime(1999, 1, 26, 0, 0), 'Nu', 10845777, 0]"
TKT0013576,Table24,"['00822', 'FirstName822', 'LastName822', datetime.datetime(1993, 8, 20, 0, 0), 'Nam', 15867102, 0]"
TKT0041385,Table92,"['02447', 'FirstName2447', 'LastName2447', datetime.datetime(1999, 5, 21, 0, 0), 'Nam', 7129106, 0]"
TKT0067897,Table51,"['00564', 'FirstName564', 'LastName564', datetime.datetime(1996, 12, 15, 0, 0), 'Nu', 9030410, 0]"
TKT0076680,Table19,"['00737', 'FirstName737', 'LastName737', datetime.datetime(1991, 7, 28, 0, 0), 'Nu', 16151525, 0]"
TKT0016177,Table17,"['02104', 'FirstName2104', 'LastName2104', datetime.datetime(1991, 7, 12, 0, 0), 'Nam', 15373414, 0]"
TKT0091361,Table76,"['00485', 'FirstName485', 'LastName485', datetime.datetime(2002, 6, 26, 0, 0), 'Nam', 6632578, 0]"
TKT0093130,Table45,"['04545', 'FirstName4545', 'LastName4545', datetime.datetime(2000, 9, 11, 0, 0), 'Nam', 9482590, 0]"
TKT0098121,Table91,"['00634', 'FirstName634', 'LastName634', datetime.datetime(2000, 2, 27, 0, 0), 'Nam', 14172064, 0]"
TKT0021193,Table92,"['01267', 'FirstName1267', 'LastName1267', datetime.datetime(1990, 7, 13, 0, 0), 'Nu', 17918939, 0]"
TKT0074751,Table100,"['00019', 'FirstName19', 'LastName19', datetime.datetime(1993, 11, 6, 0, 0), 'Nu', 7061481, 0]"
TKT0087165,Table96,"['02572', 'FirstName2572', 'LastName2572', datetime.datetime(2001, 5, 27, 0, 0), 'Nu', 12467766, 0]"
TKT0091551,Table25,"['02647', 'FirstName2647', 'LastName2647', datetime.datetime(2001, 12, 8, 0, 0), 'Nam', 9849597, 0]"
TKT0082907,Table4,"['02908', 'FirstName2908', 'LastName2908', datetime.datetime(1996, 12, 1, 0, 0), 'Nam', 9926941, 0]"
TKT0034590,Table68,"['03119', 'FirstName3119', 'LastName3119', datetime.datetime(1995, 3, 25, 0, 0), 'Nu', 12997319, 0]"
TKT0061891,Table79,"['00467', 'FirstName467', 'LastName467', datetime.datetime(1997, 6, 19, 0, 0), 'Nam', 11068094, 0]"
TKT0093484,Table81,"['04741', 'FirstName4741', 'LastName4741', datetime.datetime(1991, 9, 26, 0, 0), 'Nu', 7623470, 0]"
TKT0099317,Table29,"['04510', 'FirstName4510', 'LastName4510', datetime.datetime(2002, 10, 11, 0, 0), 'Nu', 15352298, 0]"
TKT0099485,Table37,"['04550', 'FirstName4550', 'LastName4550', datetime.datetime(1991, 1, 10, 0, 0), 'Nu', 12493200, 0]"
TKT0068048,Table68,"['03963', 'FirstName3963', 'LastName3963', datetime.datetime(1995, 10, 17, 0, 0), 'Nam', 15957617, 0]"
TKT0041381,Table89,"['04836', 'FirstName4836', 'LastName4836', datetime.datetime(1993, 10, 10, 0, 0), 'Nu', 7261699, 0]"
TKT0072156,Table80,"['00878', 'FirstName878', 'LastName878', datetime.datetime(2001, 8, 8, 0, 0), 'Nam', 11102063, 0]"
TKT0087347,Table57,"['01478', 'FirstName1478', 'LastName1478', datetime.datetime(1998, 1, 15, 0, 0), 'Nam', 7036992, 0]"
TKT0082789,Table70,"['04114', 'FirstName4114', 'LastName4114', datetime.datetime(1990, 2, 4, 0, 0), 'Nu', 6069945, 0]"
TKT0093800,Table57,"['01906', 'FirstName1906', 'LastName1906', datetime.datetime(2002, 9, 30, 0, 0), 'Nam', 9229775, 0]"
TKT0070954,Table53,"['00415', 'FirstName415', 'LastName415', datetime.datetime(1998, 11, 17, 0, 0), 'Nu', 14607017, 0]"
TKT0030769,Table87,"['03976', 'FirstName3976', 'LastName3976', datetime.datetime(1991, 4, 24, 0, 0), 'Nu', 5501839, 0]"
TKT0023296,Table15,"['00070', 'FirstName70', 'LastName70', datetime.datetime(1997, 9, 6, 0, 0), 'Nam', 13242713, 0]"
TKT0094406,Table47,"['01540', 'FirstName1540', 'LastName1540', datetime.datetime(1994, 10, 10, 0, 0), 'Nu', 8183798, 0]"
TKT0075031,Table28,"['03232', 'FirstName3232', 'LastName3232', datetime.datetime(1991, 1, 11, 0, 0), 'Nam', 13155933, 0]"
TKT0024157,Table77,"['01302', 'FirstName1302', 'LastName1302', datetime.datetime(1993, 1, 28, 0, 0), 'Nu', 5760034, 0]"
TKT0047417,Table52,"['01215', 'FirstName1215', 'LastName1215', datetime.datetime(1996, 10, 30, 0, 0), 'Nu', 5285488, 0]"
TKT0059514,Table27,"['02850', 'FirstName2850', 'LastName2850', datetime.datetime(2000, 11, 16, 0, 0), 'Nu', 7479821, 0]"
TKT0049984,Table47,"['01016', 'FirstName1016', 'LastName1016', datetime.datetime(1994, 1, 3, 0, 0), 'Nam', 13517316, 0]"
TKT0032584,Table6,"['02579', 'FirstName2579', 'LastName2579', datetime.datetime(1996, 3, 19, 0, 0), 'Nu', 10679710, 0]"
TKT0038928,Table37,"['02194', 'FirstName2194', 'LastName2194', datetime.datetime(2001, 10, 9, 0, 0), 'Nu', 8318323, 0]"
TKT0016523,Table42,"['00168', 'FirstName168', 'LastName168', datetime.datetime(1992, 5, 1, 0, 0), 'Nu', 11195568, 0]"
TKT0090018,Table97,"['02087', 'FirstName2087', 'LastName2087', datetime.datetime(1997, 9, 22, 0, 0), 'Nu', 11125090, 0]"
TKT0060226,Table92,"['00796', 'FirstName796', 'LastName796', datetime.datetime(2003, 6, 14, 0, 0), 'Nu', 5004646, 0]"
TKT0061485,Table94,"['02110', 'FirstName2110', 'LastName2110', datetime.datetime(1991, 4, 2, 0, 0), 'Nu', 18020340, 0]"
TKT0088604,Table35,"['00532', 'FirstName532', 'LastName532', datetime.datetime(1995, 6, 29, 0, 0), 'Nu', 18634020, 0]"
TKT0028559,Table19,"['03562', 'FirstName3562', 'LastName3562', datetime.datetime(1992, 5, 31, 0, 0), 'Nu', 14380831, 0]"
TKT0089082,Table61,"['02194', 'FirstName2194', 'LastName2194', datetime.datetime(2001, 10, 9, 0, 0), 'Nu', 8318323, 0]"
TKT0092593,Table44,"['00155', 'FirstName155', 'LastName155', datetime.datetime(1998, 6, 10, 0, 0), 'Nu', 15754391, 0]"
TKT0057244,Table29,"['04805', 'FirstName4805', 'LastName4805', datetime.datetime(1996, 3, 26, 0, 0), 'Nam', 15022115, 0]"
TKT0090117,Table64,"['04749', 'FirstName4749', 'LastName4749', datetime.datetime(2002, 3, 26, 0, 0), 'Nu', 17789800, 0]"
TKT0091726,Table25,"['03644', 'FirstName3644', 'LastName3644', datetime.datetime(2001, 12, 21, 0, 0), 'Nu', 19240722, 0]"
TKT0028540,Table29,"['01340', 'FirstName1340', 'LastName1340', datetime.datetime(1992, 7, 20, 0, 0), 'Nam', 17287345, 0]"
TKT0034276,Table23,"['02951', 'FirstName2951', 'LastName2951', datetime.datetime(1995, 8, 14, 0, 0), 'Nam', 17803559, 0]"
TKT0067167,Table88,"['03527', 'FirstName3527', 'LastName3527', datetime.datetime(1994, 10, 2, 0, 0), 'Nu', 15391356, 0]"
TKT0044294,Table89,"['02184', 'FirstName2184', 'LastName2184', datetime.datetime(1991, 3, 22, 0, 0), 'Nam', 16126562, 0]"
TKT0083228,Table40,"['00366', 'FirstName366', 'LastName366', datetime.datetime(1998, 8, 11, 0, 0), 'Nu', 18871666, 0]"
TKT0062708,Table6,"['03659', 'FirstName3659', 'LastName3659', datetime.datetime(2002, 5, 5, 0, 0), 'Nam', 8515084, 0]"
TKT0040520,Table45,"['04599', 'FirstName4599', 'LastName4599', datetime.datetime(1994, 10, 19, 0, 0), 'Nu', 17602913, 0]"
TKT0043837,Table90,"['00184', 'FirstName184', 'LastName184', datetime.datetime(1990, 5, 7, 0, 0), 'Nu', 7931200, 0]"
TKT0081657,Table50,"['01981', 'FirstName1981', 'LastName1981', datetime.datetime(1990, 4, 11, 0, 0), 'Nu', 8410530, 0]"
TKT0046554,Table27,"['02745', 'FirstName2745', 'LastName2745', datetime.datetime(1996, 8, 2, 0, 0), 'Nu', 18286835, 0]"
TKT0059715,Table6,"['00019', 'FirstName19', 'LastName19', datetime.datetime(1993, 11, 6, 0, 0), 'Nu', 7061481, 0]"
TKT0047811,Table97,"['02063', 'FirstName2063', 'LastName2063', datetime.datetime(1999, 6, 4, 0, 0), 'Nam', 11820128, 0]"
TKT0019535,Table51,"['02907', 'FirstName2907', 'LastName2907', datetime.datetime(1997, 3, 24, 0, 0), 'Nam', 17910178, 0]"
TKT0076359,Table7,"['03777', 'FirstName3777', 'LastName3777', datetime.datetime(1992, 11, 2, 0, 0), 'Nu', 12575650, 0]"
TKT0076581,Table92,"['00919', 'FirstName919', 'LastName919', datetime.datetime(1999, 4, 13, 0, 0), 'Nam', 13231900, 0]"
TKT0019901,Table45,"['00474', 'FirstName474', 'LastName474', datetime.datetime(1999, 11, 10, 0, 0), 'Nu', 6967632, 0]"
TKT0050112,Table23,"['00542', 'FirstName542', 'LastName542', datetime.datetime(1994, 12, 27, 0, 0), 'Nu', 15568854, 0]"
TKT0075686,Table13,"['00183', 'FirstName183', 'LastName183', datetime.datetime(1999, 9, 5, 0, 0), 'Nam', 11421067, 0]"
TKT0037542,Table92,"['01547', 'FirstName1547', 'LastName1547', datetime.datetime(1995, 10, 14, 0, 0), 'Nu', 13204825, 0]"
TKT0076687,Table44,"['02907', 'FirstName2907', 'LastName2907', datetime.datetime(1997, 3, 24, 0, 0), 'Nam', 17910178, 0]"
TKT0047848,Table30,"['04717', 'FirstName4717', 'LastName4717', datetime.datetime(1991, 5, 16, 0, 0), 'Nam', 12062516, 0]"
TKT0048701,Table25,"['01958', 'FirstName1958', 'LastName1958', datetime.datetime(2001, 10, 23, 0, 0), 'Nam', 7920718, 0]"
TKT0043948,Table93,"['02533', 'FirstName2533', 'LastName2533', datetime.datetime(1990, 4, 14, 0, 0), 'Nam', 13713231, 0]"
TKT0036857,Table75,"['00309', 'FirstName309', 'LastName309', datetime.datetime(1998, 12, 9, 0, 0), 'Nu', 5630355, 0]"
TKT0022678,Table50,"['01472', 'FirstName1472', 'LastName1472', datetime.datetime(1998, 3, 30, 0, 0), 'Nam', 9310515, 0]"
TKT0053513,Table21,"['03730', 'FirstName3730', 'LastName3730', datetime.datetime(1999, 6, 6, 0, 0), 'Nam', 10014668, 0]"
TKT0038749,Table10,"['03297', 'FirstName3297', 'LastName3297', datetime.datetime(1991, 3, 15, 0, 0), 'Nu', 9961475, 0]"
TKT0078301,Table98,"['00510', 'FirstName510', 'LastName510', datetime.datetime(1999, 2, 7, 0, 0), 'Nu', 19438285, 0]"
TKT0093085,Table98,"['01883', 'FirstName1883', 'LastName1883', datetime.datetime(2003, 4, 28, 0, 0), 'Nu', 16212206, 0]"
TKT0085867,Table6,"['00969', 'FirstName969', 'LastName969', datetime.datetime(2000, 8, 15, 0, 0), 'Nam', 7797889, 0]"
TKT0021086,Table54,"['02386', 'FirstName2386', 'LastName2386', datetime.datetime(2003, 7, 27, 0, 0), 'Nu', 18261117, 0]"
TKT0071301,Table2,"['00868', 'FirstName868', 'LastName868', datetime.datetime(1992, 5, 21, 0, 0), 'Nam', 13681749, 0]"
TKT0095562,Table23,"['01453', 'FirstName1453', 'LastName1453', datetime.datetime(1994, 7, 11, 0, 0), 'Nu', 9158127, 0]"
TKT0013858,Table41,"['03551', 'FirstName3551', 'LastName3551', datetime.datetime(2002, 5, 7, 0, 0), 'Nu', 8010144, 0]"
TKT0056364,Table3,"['02182', 'FirstName2182', 'LastName2182', datetime.datetime(2000, 4, 22, 0, 0), 'Nam', 11098144, 0]"
TKT0021243,Table16,"['00027', 'FirstName27', 'LastName27', datetime.datetime(1997, 12, 2, 0, 0), 'Nu', 6571271, 0]"
TKT0086177,Table80,"['02318', 'FirstName2318', 'LastName2318', datetime.datetime(1997, 8, 19, 0, 0), 'Nam', 9592519, 0]"
TKT0069046,Table7,"['01613', 'FirstName1613', 'LastName1613', datetime.datetime(2003, 11, 24, 0, 0), 'Nu', 15011871, 0]"
TKT0018220,Table11,"['03584', 'FirstName3584', 'LastName3584', datetime.datetime(2001, 7, 19, 0, 0), 'Nam', 18451227, 0]"
TKT0042849,Table4,"['01688', 'FirstName1688', 'LastName1688', datetime.datetime(1994, 11, 29, 0, 0), 'Nu', 7593479, 0]"
TKT0033363,Table89,"['03495', 'FirstName3495', 'LastName3495', datetime.datetime(1992, 12, 17, 0, 0), 'Nu', 18240725, 0]"
TKT0077995,Table27,"['02518', 'FirstName2518', 'LastName2518', datetime.datetime(1990, 6, 3, 0, 0), 'Nam', 16875108, 0]"
TKT0075526,Table76,"['02943', 'FirstName2943', 'LastName2943', datetime.datetime(1995, 8, 31, 0, 0), 'Nu', 16510450, 0]"
TKT0042220,Table36,"['00547', 'FirstName547', 'LastName547', datetime.datetime(1997, 7, 10, 0, 0), 'Nu', 8566701, 0]"
TKT0082497,Table81,"['04532', 'FirstName4532', 'LastName4532', datetime.datetime(2001, 4, 7, 0, 0), 'Nam', 19835830, 0]"
TKT0037199,Table66,"['00783', 'FirstName783', 'LastName783', datetime.datetime(1991, 8, 13, 0, 0), 'Nam', 9690265, 0]"
TKT0060391,Table49,"['04852', 'FirstName4852', 'LastName4852', datetime.datetime(1994, 1, 2, 0, 0), 'Nam', 13508385, 0]"
TKT0018877,Table36,"['02357', 'FirstName2357', 'LastName2357', datetime.datetime(1998, 11, 2, 0, 0), 'Nam', 8629760, 0]"
TKT0049278,Table98,"['04967', 'FirstName4967', 'LastName4967', datetime.datetime(2000, 5, 4, 0, 0), 'Nam', 9041024, 0]"
TKT0099390,Table54,"['03647', 'FirstName3647', 'LastName3647', datetime.datetime(1991, 4, 3, 0, 0), 'Nam', 10833603, 0]"
TKT0050819,Table79,"['03467', 'FirstName3467', 'LastName3467', datetime.datetime(1995, 11, 10, 0, 0), 'Nu', 9413857, 0]"
TKT0071912,Table100,"['02547', 'FirstName2547', 'LastName2547', datetime.datetime(2001, 12, 4, 0, 0), 'Nu', 14224318, 0]"
TKT0094782,Table37,"['04186', 'FirstName4186', 'LastName4186', datetime.datetime(1997, 10, 27, 0, 0), 'Nu', 12002523, 0]"
TKT0034868,Table95,"['03477', 'FirstName3477', 'LastName3477', datetime.datetime(2001, 3, 19, 0, 0), 'Nam', 18977686, 0]"
TKT0067159,Table34,"['01436', 'FirstName1436', 'LastName1436', datetime.datetime(1992, 6, 23, 0, 0), 'Nu', 5869020, 0]"
TKT0058470,Table91,"['04967', 'FirstName4967', 'LastName4967', datetime.datetime(2000, 5, 4, 0, 0), 'Nam', 9041024, 0]"
TKT0077535,Table44,"['04002', 'FirstName4002', 'LastName4002', datetime.datetime(1996, 5, 23, 0, 0), 'Nu', 14066474, 0]"
TKT0073024,Table45,"['01513', 'FirstName1513', 'LastName1513', datetime.datetime(1992, 4, 24, 0, 0), 'Nu', 18873992, 0]"
TKT0013787,Table98,"['03963', 'FirstName3963', 'LastName3963', datetime.datetime(1995, 10, 17, 0, 0), 'Nam', 15957617, 0]"
TKT0039674,Table64,"['01066', 'FirstName1066', 'LastName1066', datetime.datetime(1997, 1, 9, 0, 0), 'Nam', 12041356, 0]"
TKT0013182,Table75,"['01378', 'FirstName1378', 'LastName1378', datetime.datetime(2000, 10, 29, 0, 0), 'Nam', 12883887, 0]"
TKT0064183,Table82,"['03913', 'FirstName3913', 'LastName3913', datetime.datetime(2000, 5, 11, 0, 0), 'Nam', 14728626, 0]"
TKT0011955,Table31,"['02161', 'FirstName2161', 'LastName2161', datetime.datetime(1993, 1, 11, 0, 0), 'Nu', 15900078, 0]"
TKT0053883,Table79,"['02504', 'FirstName2504', 'LastName2504', datetime.datetime(1994, 7, 30, 0, 0), 'Nam', 16693917, 0]"
TKT0068092,Table54,"['03450', 'FirstName3450', 'LastName3450', datetime.datetime(1999, 4, 3, 0, 0), 'Nam', 15664779, 0]"
TKT0027403,Table48,"['02185', 'FirstName2185', 'LastName2185', datetime.datetime(2001, 5, 12, 0, 0), 'Nu', 16274881, 0]"
TKT0045929,Table20,"['00157', 'FirstName157', 'LastName157', datetime.datetime(1990, 11, 28, 0, 0), 'Nu', 7190039, 0]"
TKT0032128,Table15,"['02151', 'FirstName2151', 'LastName2151', datetime.datetime(2003, 6, 20, 0, 0), 'Nam', 12870411, 0]"
TKT0052421,Table80,"['02288', 'FirstName2288', 'LastName2288', datetime.datetime(2000, 7, 21, 0, 0), 'Nu', 18375111, 0]"
TKT0067363,Table57,"['02371', 'FirstName2371', 'LastName2371', datetime.datetime(1990, 3, 20, 0, 0), 'Nu', 18185115, 0]"
TKT0091159,Table79,"['03287', 'FirstName3287', 'LastName3287', datetime.datetime(1998, 5, 4, 0, 0), 'Nu', 9841881, 0]"
TKT0064665,Table16,"['01602', 'FirstName1602', 'LastName1602', datetime.datetime(1997, 3, 1, 0, 0), 'Nu', 12665771, 0]"
TKT0056843,Table21,"['02162', 'FirstName2162', 'LastName2162', datetime.datetime(1991, 10, 9, 0, 0), 'Nu', 16820058, 0]"
TKT0018281,Table84,"['03512', 'FirstName3512', 'LastName3512', datetime.datetime(1998, 1, 28, 0, 0), 'Nu', 10761034, 0]"
TKT0010773,Table25,"['04645', 'FirstName4645', 'LastName4645', datetime.datetime(1990, 10, 23, 0, 0), 'Nu', 17232246, 0]"
TKT0041617,Table34,"['00547', 'FirstName547', 'LastName547', datetime.datetime(1997, 7, 10, 0, 0), 'Nu', 8566701, 0]"
TKT0063652,Table51,"['03789', 'FirstName3789', 'LastName3789', datetime.datetime(2002, 5, 4, 0, 0), 'Nu', 7947700, 0]"
TKT0064572,Table91,"['01827', 'FirstName1827', 'LastName1827', datetime.datetime(1997, 8, 21, 0, 0), 'Nu', 7395712, 0]"
